COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
46,4181.03,4178.46,4189.74,4188.72,4182.05,4176.41,4162.56,4176.41,4180.51,4189.23,4243.59,4950.26,4180.51,4189.74,2044,2037,166.705,0,0,0,0,
47,4185.13,4182.56,4181.03,4178.97,4178.97,4186.67,4204.1,4192.31,4192.31,4192.31,4237.95,4944.1,4190.26,4189.74,2045,2038,166.705,0,0,0,0,
48,4183.59,4176.41,4185.13,4179.49,4183.08,4170.26,4154.36,4176.41,4180,4189.23,4242.56,4950.26,4182.05,4184.1,2045,2039,166.705,0,0,0,0,
49,4185.13,4181.54,4181.54,4182.56,4182.56,4188.21,4193.85,4183.08,4185.13,4191.28,4236.92,4948.72,4184.1,4190.77,2045,2038,166.705,0,0,0,0,
50,4185.13,4183.59,4180.51,4180,4178.46,4180,4182.56,4185.64,4190.26,4193.33,4235.9,4946.67,4187.18,4192.31,2044,2038,166.705,0,0,0,0,
51,4183.08,4180.51,4188.21,4185.13,4181.54,4172.31,4157.95,4177.44,4180,4187.69,4242.05,4949.23,4181.03,4189.23,2044,2038,166.705,0,0,0,0,
52,4188.21,4186.15,4179.49,4183.08,4180.51,4189.74,4205.13,4189.74,4190.26,4189.23,4237.44,4940,4190.77,4193.33,2044,2039,166.705,0,0,0,0,
53,4181.03,4181.54,4185.64,4187.18,4182.05,4172.82,4157.44,4177.95,4182.56,4190.77,4241.54,4948.21,4183.59,4185.64,2046,2037,166.705,0,0,0,0,
54,4182.05,4180.51,4185.64,4185.13,4182.56,4184.1,4187.69,4184.62,4185.13,4192.82,4241.03,4947.18,4186.15,4187.18,2044,2036,166.705,0,0,0,0,
55,4186.15,4183.08,4180,4178.46,4178.97,4183.59,4187.69,4187.69,4191.28,4192.82,4238.97,4942.05,4189.74,4190.77,2044,2038,166.705,0,0,0,0,
56,4176.92,4181.54,4186.67,4186.15,4184.1,4176.92,4160.51,4176.41,4183.08,4187.18,4242.56,4952.31,4174.36,4186.15,2043,2037,166.705,0,0,0,0,
57,4178.46,4184.62,4180,4182.56,4181.03,4190.26,4205.13,4190.77,4190.77,4190.26,4236.41,4944.1,4183.59,4189.74,2045,2038,166.705,0,0,0,0,
58,4179.49,4180.51,4184.62,4184.1,4176.41,4170.26,4154.36,4178.46,4179.49,4191.28,4240.51,4945.13,4184.62,4189.23,2044,2038,166.705,0,0,0,0,
59,4182.56,4180.51,4186.67,4189.23,4178.97,4181.03,4180,4181.03,4183.08,4188.21,4240,4948.21,4184.1,4191.28,2044,2037,166.705,0,0,0,0,
60,4188.21,4180.51,4180.51,4185.13,4180,4185.64,4189.23,4186.67,4193.85,4186.15,4237.44,4945.13,4187.69,4191.28,2045,2037,166.705,0,0,0,0,
61,4179.49,4177.44,4186.67,4186.67,4183.59,4175.38,4153.85,4175.9,4180.51,4188.72,4242.05,4951.79,4175.9,4184.62,2044,2038,166.705,0,0,0,0,
62,4179.49,4182.05,4181.03,4181.03,4183.08,4191.79,4208.72,4190.77,4188.21,4194.36,4236.41,4945.13,4182.56,4191.79,2044,2036,166.705,0,0,0,0,
63,4182.05,4180,4184.62,4184.62,4182.05,4172.82,4166.67,4179.49,4183.59,4191.79,4240,4946.15,4182.05,4192.82,2043,2036,166.705,0,0,0,0,
64,4184.1,4183.08,4186.67,4188.21,4182.56,4179.49,4179.49,4180,4184.62,4191.79,4241.03,4948.72,4181.54,4190.26,2044,2038,166.705,0,0,0,0,
65,4184.62,4185.64,4179.49,4180.51,4180,4185.64,4193.85,4187.69,4190.26,4192.31,4236.41,4945.13,4188.21,4189.23,2044,2039,166.705,0,0,0,0,
66,4178.97,4181.03,4186.15,4185.13,4184.62,4171.79,4148.21,4173.85,4175.9,4185.64,4240.51,4953.33,4179.49,4187.18,2044,2037,166.711,0,0,0,0,
67,4184.62,4182.05,4181.03,4183.59,4182.05,4187.18,4198.97,4191.79,4189.74,4190.77,4235.9,4947.18,4189.74,4192.31,2044,2037,166.715,0,0,0,0,
68,4183.59,4177.95,4185.13,4184.62,4177.95,4172.31,4164.62,4186.67,4189.74,4192.31,4237.44,4949.23,4186.15,4187.18,2044,2038,166.922,0,0,0,0,
69,4183.08,4182.56,4188.72,4188.72,4180.51,4178.46,4171.79,4183.08,4184.1,4187.18,4239.49,4951.79,4177.44,4187.69,2046,2038,167.053,0,0,0,0,
70,4187.18,4184.62,4179.49,4181.03,4180,4187.18,4202.05,4192.31,4190.77,4189.74,4236.92,4943.59,4189.23,4193.33,2045,2037,167.053,0,0,0,0,
71,4179.49,4174.36,4188.21,4185.13,4181.54,4170.77,4152.82,4177.44,4178.46,4187.18,4241.03,4950.77,4184.62,4186.67,2044,2038,167.053,0,0,0,0,
72,4185.13,4181.54,4184.1,4184.1,4180.51,4187.18,4197.95,4187.18,4186.15,4185.64,4236.41,4946.67,4189.23,4189.23,2043,2038,167.053,0,0,0,0,
73,4188.21,4185.13,4180.51,4182.56,4182.05,4175.38,4170.26,4181.54,4185.64,4188.72,4239.49,4948.72,4188.72,4187.18,2043,2039,167.053,0,0,0,0,
74,4180.51,4178.97,4184.62,4185.64,4184.62,4176.41,4170.26,4181.03,4182.05,4190.77,4241.54,4953.33,4183.59,4185.64,2044,2037,167.053,0,0,0,0,
75,4185.13,4180.51,4179.49,4178.97,4177.44,4187.69,4207.69,4194.87,4192.82,4191.79,4235.9,4944.62,4189.23,4191.28,2044,2037,167.053,0,0,0,0,
76,4182.05,4181.03,4186.15,4185.64,4178.46,4172.82,4153.33,4175.38,4179.49,4187.69,4242.05,4952.82,4179.49,4188.21,2044,2038,167.053,0,0,0,0,
77,4182.56,4186.15,4182.56,4185.13,4180.51,4188.21,4196.92,4181.54,4184.62,4189.74,4241.03,4948.72,4184.62,4190.26,2044,2038,167.053,0,0,0,0,
78,4185.13,4185.64,4183.08,4181.03,4180.51,4178.97,4179.49,4181.54,4187.69,4190.26,4240.51,4948.21,4186.15,4189.23,2044,2038,167.053,0,0,0,0,
79,4180.51,4183.08,4187.18,4185.64,4184.1,4177.95,4164.1,4177.44,4181.03,4189.74,4242.05,4953.33,4181.03,4187.18,2044,2037,167.053,0,0,0,0,
80,4183.59,4181.03,4177.95,4181.03,4180,4191.28,4202.56,4189.23,4189.23,4191.79,4238.46,4943.59,4189.23,4191.28,2043,2038,167.053,0,0,0,0,
81,4180.51,4177.44,4186.67,4187.18,4184.1,4173.85,4151.28,4173.33,4178.46,4187.18,4241.54,4948.72,4176.92,4186.15,2043,2037,167.053,0,0,0,0,
82,4178.97,4184.1,4183.59,4184.62,4187.69,4187.69,4190.77,4185.64,4186.67,4190.77,4238.46,4947.18,4183.59,4189.23,2044,2038,167.053,0,0,0,0,
83,4179.49,4181.03,4176.92,4177.95,4181.54,4181.54,4180,4187.69,4192.31,4194.36,4240.51,4946.15,4191.28,4191.28,2044,2036,167.053,0,0,0,0,
84,4181.03,4177.44,4186.15,4187.18,4181.54,4173.85,4155.9,4175.38,4183.59,4187.69,4243.59,4951.28,4180.51,4187.69,2044,2037,167.053,0,0,0,0,
85,4183.59,4184.1,4181.03,4182.56,4178.97,4186.67,4205.13,4187.69,4194.36,4190.26,4235.38,4941.03,4187.69,4191.28,2044,2037,167.053,0,0,0,0,
86,4176.41,4180,4185.13,4184.1,4180.51,4170.26,4158.97,4175.9,4181.54,4191.28,4239.49,4948.21,4183.59,4187.69,2044,2038,167.053,0,0,0,0,
87,4182.05,4182.05,4184.1,4187.18,4183.59,4187.69,4189.74,4184.62,4181.54,4188.72,4241.54,4948.72,4186.67,4190.77,2044,2038,167.053,0,0,0,0,
88,4186.67,4181.03,4179.49,4182.05,4181.03,4184.1,4189.23,4187.18,4190.26,4188.21,4240,4946.15,4190.77,4190.77,2045,2037,167.053,0,0,0,0,
89,4182.05,4178.46,4186.67,4185.13,4181.03,4168.72,4157.44,4174.36,4182.56,4185.64,4242.05,4955.38,4177.95,4185.13,2044,2038,167.053,0,0,0,0,
90,4189.23,4186.15,4178.97,4181.03,4178.46,4189.74,4206.15,4189.74,4191.79,4188.72,4237.44,4946.67,4186.15,4191.28,2044,2038,167.053,0,0,0,0,
91,4184.1,4181.54,4184.1,4182.56,4179.49,4176.92,4157.95,4180.51,4184.1,4188.72,4242.56,4948.72,4185.13,4189.74,2045,2037,167.053,0,0,0,0,
92,4181.54,4178.46,4189.23,4184.62,4182.05,4180.51,4177.44,4185.13,4184.62,4188.72,4241.03,4949.74,4186.67,4190.77,2045,2038,167.053,0,0,0,0,
93,4187.18,4183.59,4184.62,4180,4180,4180.51,4189.23,4189.23,4189.23,4189.74,4238.97,4944.62,4190.77,4191.79,2044,2038,167.053,0,0,0,0,
94,4182.56,4184.62,4188.21,4186.67,4181.54,4174.87,4159.49,4175.38,4177.95,4187.69,4245.13,4950.26,4180,4185.64,2044,2039,167.053,0,0,0,0,
95,4185.64,4186.15,4181.03,4182.05,4180.51,4191.79,4210.26,4190.77,4191.28,4190.26,4236.92,4943.08,4187.18,4189.23,2043,2038,167.053,0,0,0,0,
96,4183.59,4178.97,4186.67,4183.08,4180.51,4174.36,4161.54,4181.54,4186.67,4187.69,4239.49,4946.67,4181.54,4187.18,2043,2036,167.053,0,0,0,0,
97,4182.56,4179.49,4187.18,4185.64,4181.54,4183.08,4176.41,4181.03,4183.08,4188.21,4242.05,4950.26,4179.49,4188.72,2043,2037,167.053,0,0,0,0,
98,4187.18,4183.59,4178.46,4178.46,4178.97,4184.1,4198.97,4189.23,4190.26,4191.79,4236.41,4944.62,4190.26,4190.77,2044,2038,167.053,0,0,0,0,
99,4181.54,4182.56,4188.21,4185.64,4184.1,4168.21,4151.28,4175.38,4178.46,4190.26,4237.95,4951.28,4181.03,4186.67,2045,2038,167.053,0,0,0,0,
100,4184.62,4186.15,4183.08,4185.64,4182.05,4186.67,4197.95,4189.23,4187.69,4193.33,4234.36,4945.64,4185.64,4193.33,2045,2038,167.053,0,0,0,0,
101,4185.13,4182.56,4181.54,4184.62,4178.46,4173.85,4168.72,4182.05,4186.15,4191.28,4239.49,4948.72,4185.13,4190.26,2044,2038,167.053,0,0,0,0,
102,4177.95,4183.08,4182.05,4187.69,4184.62,4181.54,4177.95,4177.44,4182.56,4188.72,4240.51,4951.79,4179.49,4187.18,2045,2038,167.053,0,0,0,0,
103,4183.08,4185.13,4175.9,4182.56,4183.08,4190.77,4201.54,4188.72,4192.82,4191.28,4237.44,4943.59,4186.15,4191.28,2044,2037,167.053,0,0,0,0,
104,4184.1,4182.05,4187.18,4186.67,4180.51,4170.77,4150.77,4177.95,4183.08,4190.77,4244.62,4951.79,4180.51,4188.21,2044,2036,167.053,0,0,0,0,
105,4178.97,4182.05,4182.56,4182.05,4180.51,4186.15,4195.9,4190.26,4185.64,4192.31,4236.92,4944.62,4181.54,4189.23,2045,2038,167.053,0,0,0,0,
106,4181.54,4180,4182.05,4178.97,4178.97,4174.36,4169.74,4185.64,4185.13,4192.31,4236.41,4944.62,4183.08,4191.79,2045,2038,167.053,0,0,0,0,
107,4189.74,4185.13,4190.26,4186.67,4178.97,4173.33,4169.23,4180,4185.64,4188.21,4242.05,4952.82,4186.67,4191.79,2046,2038,167.053,0,0,0,0,
108,4182.56,4182.56,4181.03,4184.1,4178.97,4187.69,4199.49,4188.72,4191.79,4187.69,4236.41,4944.1,4186.67,4185.64,2044,2037,167.053,0,0,0,0,
109,4177.44,4175.38,4186.67,4187.69,4181.54,4171.28,4152.31,4177.44,4178.97,4189.74,4242.56,4952.82,4176.41,4184.62,2044,2038,167.053,0,0,0,0,
110,4188.21,4185.64,4183.59,4185.64,4182.05,4184.1,4198.46,4191.28,4191.28,4195.38,4239.49,4946.67,4186.67,4194.36,2044,2038,167.116,0,0,0,0,
111,4182.05,4182.56,4178.97,4181.54,4182.05,4178.46,4173.33,4183.08,4191.79,4192.82,4234.36,4942.05,4184.1,4189.74,2043,2039,167.116,0,0,0,0,
112,4177.44,4176.41,4186.67,4186.67,4182.56,4175.9,4159.49,4173.33,4180.51,4190.77,4237.95,4954.87,4176.41,4190.26,2044,2038,167.116,0,0,0,0,
113,4184.1,4179.49,4180.51,4181.54,4181.03,4187.69,4201.03,4190.77,4191.28,4195.9,4232.82,4945.64,4185.13,4196.41,2045,2039,167.116,0,0,0,0,
114,4184.62,4181.54,4188.72,4185.13,4181.54,4172.31,4152.31,4178.46,4183.08,4191.28,4239.49,4948.21,4181.03,4188.72,2044,2038,167.116,0,0,0,0,
115,4185.64,4187.18,4184.1,4184.62,4178.97,4189.74,4194.87,4185.13,4184.62,4190.77,4240,4947.69,4187.69,4188.72,2043,2037,167.116,0,0,0,0,
116,4181.54,4182.05,4177.44,4180,4177.44,4184.1,4181.54,4187.18,4185.64,4192.82,4239.49,4946.15,4187.69,4188.21,2044,2038,167.116,0,0,0,0,
117,4182.05,4179.49,4190.77,4186.15,4181.03,4177.44,4156.41,4180.51,4181.54,4190.26,4245.13,4953.85,4182.05,4188.72,2044,2036,167.116,0,0,0,0,
118,4186.67,4184.62,4183.59,4180.51,4180,4193.85,4209.23,4192.82,4193.33,4192.31,4237.44,4945.64,4191.28,4193.85,2043,2037,167.121,0,0,0,0,
119,4180,4181.03,4184.1,4180.51,4181.03,4176.41,4162.56,4176.92,4180,4190.77,4236.92,4949.74,4182.05,4187.18,2044,2037,167.127,0,0,0,0,
120,4181.54,4185.13,4185.13,4183.08,4181.03,4186.67,4186.67,4183.59,4183.59,4190.26,4235.38,4947.69,4183.08,4188.21,2044,2038,167.133,0,0,0,0,
121,4184.62,4185.13,4183.08,4182.05,4178.46,4180,4186.67,4188.21,4191.79,4190.77,4234.87,4944.62,4189.74,4191.79,2043,2038,167.142,0,0,0,0,
122,4181.54,4179.49,4188.21,4187.69,4181.54,4171.28,4159.49,4174.87,4181.03,4188.72,4239.49,4953.85,4182.05,4189.74,2044,2038,167.149,0,0,0,0,
123,4185.13,4181.03,4180,4182.05,4181.03,4193.33,4206.67,4190.77,4190.26,4192.31,4235.9,4943.59,4186.67,4190.77,2044,2038,167.157,0,0,0,0,
124,4180.51,4180.51,4186.15,4184.62,4181.54,4175.38,4156.92,4182.56,4184.1,4191.79,4244.1,4947.69,4182.56,4186.15,2044,2037,167.165,0,0,0,0,
125,4178.46,4182.56,4186.15,4188.21,4185.13,4181.03,4178.97,4183.08,4182.56,4191.79,4240,4951.28,4182.56,4189.74,2044,2038,167.173,0,0,0,0,
126,4184.1,4182.05,4180,4181.03,4181.54,4184.1,4192.31,4186.15,4188.72,4191.79,4231.79,4946.15,4187.69,4191.79,2045,2037,167.18,0,0,0,0,
127,4181.54,4180,4191.28,4186.67,4181.03,4172.31,4156.92,4175.38,4181.54,4187.69,4239.49,4950.26,4178.97,4185.64,2045,2038,167.188,0,0,0,0,
128,4182.05,4185.13,4184.62,4184.62,4182.05,4189.23,4204.62,4190.26,4192.82,4191.79,4239.49,4941.54,4185.13,4189.74,2045,2038,167.197,0,0,0,0,
0,4180,4181.54,4184.1,4184.1,4181.54,4173.33,4160.51,4178.97,4185.64,4193.33,4242.56,4947.69,4181.03,4190.26,2044,2039,167.204,0,0,0,0,
1,4178.46,4179.49,4186.15,4186.15,4182.56,4179.49,4174.36,4180,4184.1,4191.79,4238.46,4951.79,4178.97,4189.74,2044,2039,167.213,0,0,0,0,
2,4182.05,4182.56,4179.49,4178.46,4181.54,4186.15,4195.38,4190.26,4194.36,4191.28,4233.33,4946.15,4187.18,4190.77,2045,2037,167.22,0,0,0,0,
3,4177.95,4181.03,4187.18,4183.08,4183.59,4173.85,4153.33,4176.92,4182.56,4188.72,4238.97,4953.33,4178.46,4188.21,2045,2038,167.228,0,0,0,0,
4,4178.97,4182.56,4183.59,4182.56,4181.03,4189.23,4202.56,4191.28,4189.23,4190.77,4234.87,4944.62,4185.64,4192.31,2046,2039,167.236,0,0,0,0,
5,4183.08,4181.03,4185.13,4183.08,4178.97,4174.87,4171.28,4182.56,4184.1,4190.77,4242.56,4946.15,4187.69,4189.74,2043,2038,167.243,0,0,0,0,
6,4182.05,4182.56,4185.13,4185.64,4184.1,4181.54,4177.95,4177.95,4178.97,4191.79,4243.59,4948.72,4182.05,4188.21,2044,2038,167.269,0,0,0,0,
7,4182.56,4184.62,4178.97,4181.03,4181.54,4188.72,4198.46,4191.28,4192.82,4193.85,4234.87,4940,4186.15,4191.79,2044,2038,167.269,0,0,0,0,
8,4180,4183.08,4191.79,4186.15,4182.56,4171.28,4146.67,4177.95,4184.1,4189.23,4241.54,4950.77,4177.95,4188.72,2044,2039,167.277,0,0,0,0,
9,4182.56,4185.64,4183.59,4182.05,4183.59,4188.72,4197.44,4185.64,4187.18,4190.77,4236.92,4946.67,4183.08,4191.28,2044,2037,167.362,0,0,0,0,
10,4181.54,4181.03,4179.49,4181.03,4181.54,4177.95,4168.72,4180,4186.15,4192.31,4234.87,4945.64,4182.56,4189.23,2045,2037,167.362,0,0,0,0,
11,4178.46,4182.05,4186.67,4187.69,4184.1,4179.49,4159.49,4177.95,4185.13,4191.79,4240.51,4951.28,4178.46,4186.15,2045,2037,167.362,0,0,0,0,
12,4183.59,4185.13,4179.49,4180,4181.03,4191.28,4201.03,4189.74,4194.87,4193.85,4241.03,4946.15,4191.28,4191.79,2047,2038,167.362,0,0,0,0,
13,4181.54,4178.46,4185.13,4186.15,4181.03,4172.82,4156.41,4176.92,4182.05,4189.23,4244.1,4952.82,4184.62,4190.26,2045,2037,167.362,0,0,0,0,
14,4181.54,4183.08,4181.03,4186.15,4182.56,4188.72,4198.97,4191.28,4188.21,4189.74,4237.95,4944.62,4183.08,4191.28,2045,2037,167.362,0,0,0,0,
15,4183.08,4184.1,4182.05,4177.95,4181.03,4180.51,4181.03,4186.67,4190.26,4193.85,4238.97,4942.56,4186.15,4187.69,2044,2038,167.362,0,0,0,0,
16,4176.92,4179.49,4188.72,4183.59,4183.08,4176.41,4164.62,4175.38,4181.54,4192.82,4241.54,4951.28,4181.54,4184.62,2044,2037,167.362,0,0,0,0,
17,4180.51,4183.59,4176.92,4181.03,4179.49,4187.69,4204.62,4191.79,4191.79,4191.79,4235.9,4945.64,4186.67,4191.28,2044,2037,167.362,0,0,0,0,
18,4182.56,4183.08,4179.49,4181.03,4180,4168.21,4154.36,4178.97,4180.51,4188.72,4242.05,4951.28,4177.95,4187.18,2044,2038,167.362,0,0,0,0,
19,4182.56,4184.1,4180.51,4181.54,4182.05,4184.1,4191.79,4185.64,4184.1,4189.74,4238.46,4945.64,4180,4186.67,2043,2037,167.362,0,0,0,0,
20,4183.08,4182.05,4181.54,4183.08,4180,4182.05,4183.59,4187.18,4188.72,4191.28,4237.44,4945.13,4183.08,4190.26,2044,2038,167.362,0,0,0,0,
21,4181.03,4178.97,4185.13,4190.26,4183.59,4176.41,4157.44,4177.95,4178.97,4189.74,4242.56,4954.87,4173.85,4187.69,2044,2038,167.369,0,0,0,0,
22,4188.21,4182.05,4177.44,4180.51,4179.49,4190.26,4204.62,4189.74,4190.77,4192.82,4237.44,4946.67,4183.59,4189.23,2044,2037,167.378,0,0,0,0,
23,4183.08,4181.03,4186.15,4181.03,4176.92,4173.33,4156.92,4175.38,4186.15,4191.79,4238.46,4950.26,4181.03,4186.67,2044,2039,167.385,0,0,0,0,
24,4177.44,4184.1,4181.54,4185.13,4181.54,4187.18,4182.56,4183.08,4188.72,4191.79,4235.38,4947.69,4182.05,4187.69,2044,2039,167.45,0,0,0,0,
25,4184.1,4182.56,4177.44,4181.03,4180.51,4184.62,4184.1,4188.21,4192.31,4192.31,4236.92,4944.62,4191.28,4190.77,2044,2038,167.553,0,0,0,0,
26,4183.59,4180,4189.74,4186.15,4183.08,4173.33,4154.36,4175.9,4181.03,4190.26,4242.56,4952.82,4184.1,4188.72,2044,2037,167.553,0,0,0,0,
27,4183.59,4184.1,4180,4181.03,4181.54,4188.21,4207.18,4191.28,4192.31,4192.31,4234.87,4943.59,4187.18,4189.23,2043,2038,167.553,0,0,0,0,
28,4182.56,4180,4184.62,4182.05,4180.51,4173.33,4164.1,4182.05,4186.67,4190.26,4240,4949.74,4180,4183.59,2044,2038,167.553,0,0,0,0,
29,4184.1,4182.05,4191.79,4185.64,4184.1,4186.67,4184.1,4183.08,4183.08,4190.77,4241.03,4952.82,4177.95,4188.21,2045,2038,167.553,0,0,0,0,
30,4188.72,4185.64,4182.56,4183.08,4180.51,4188.72,4192.82,4187.69,4187.69,4194.36,4238.97,4945.13,4188.21,4192.82,2044,2038,167.553,0,0,0,0,
31,4182.56,4181.54,4186.15,4188.72,4180.51,4174.36,4153.33,4174.87,4179.49,4188.72,4243.59,4951.28,4180.51,4185.64,2044,2038,167.553,0,0,0,0,
32,4185.13,4182.56,4181.54,4181.03,4181.54,4191.79,4205.13,4190.77,4192.31,4190.26,4237.95,4946.15,4186.15,4189.74,2044,2039,167.553,0,0,0,0,
33,4187.69,4179.49,4184.1,4182.56,4182.05,4174.87,4161.54,4181.54,4185.64,4192.82,4242.05,4950.77,4185.64,4190.77,2044,2037,167.553,0,0,0,0,
34,4186.15,4183.59,4186.67,4188.21,4183.59,4181.03,4168.72,4177.95,4182.05,4191.28,4242.05,4951.79,4182.05,4190.26,2045,2037,167.553,0,0,0,0,
35,4186.15,4188.21,4180.51,4180,4180.51,4187.18,4190.77,4189.23,4195.38,4191.79,4236.92,4945.64,4186.67,4191.28,2045,2039,167.553,0,0,0,0,
36,4178.97,4180.51,4187.69,4186.67,4183.08,4171.79,4147.69,4178.97,4186.15,4189.23,4242.05,4951.79,4177.95,4186.67,2044,2039,167.553,0,0,0,0,
37,4183.08,4180,4183.59,4184.1,4182.56,4189.74,4200,4188.72,4192.31,4191.28,4236.41,4943.59,4187.18,4189.23,2044,2038,167.553,0,0,0,0,
38,4186.15,4180.51,4186.67,4179.49,4182.05,4179.49,4172.31,4178.97,4186.67,4190.77,4238.97,4944.62,4188.72,4184.62,2045,2037,167.553,0,0,0,0,
39,4183.08,4182.05,4188.21,4184.62,4185.64,4181.03,4173.33,4177.95,4182.05,4188.21,4243.59,4947.18,4181.03,4182.56,2045,2037,167.553,0,0,0,0,
40,4185.64,4185.13,4177.95,4182.56,4181.54,4185.13,4200.51,4191.79,4192.82,4191.28,4240,4940.51,4186.67,4186.67,2044,2038,167.553,0,0,0,0,
41,4179.49,4181.03,4187.18,4186.67,4184.62,4169.74,4153.33,4178.97,4181.54,4190.26,4240,4950.26,4179.49,4181.54,2045,2038,167.553,0,0,0,0,
42,4182.05,4178.97,4180.51,4183.59,4185.13,4188.21,4198.46,4189.23,4189.23,4190.77,4234.36,4946.15,4185.13,4186.67,2044,2038,167.553,0,0,0,0,
43,4187.18,4177.95,4177.44,4182.56,4181.03,4177.44,4170.26,4183.08,4190.77,4190.77,4239.49,4944.1,4183.08,4189.74,2044,2039,167.553,0,0,0,0,
44,4183.59,4183.08,4185.64,4187.18,4182.56,4179.49,4161.54,4178.97,4185.13,4190.26,4241.03,4948.21,4174.87,4186.67,2044,2039,167.553,0,0,0,0,
45,4186.15,4185.64,4179.49,4179.49,4179.49,4190.77,4202.05,4191.79,4193.33,4192.31,4234.87,4943.59,4189.23,4188.21,2044,2038,167.617,0,0,0,0,
46,4183.59,4177.44,4184.62,4184.62,4180,4171.79,4152.82,4172.82,4178.97,4188.21,4243.08,4952.82,4186.15,4187.69,2044,2037,167.634,0,0,0,0,
47,4182.56,4178.97,4181.54,4185.64,4181.54,4189.23,4191.79,4182.05,4185.13,4189.74,4240,4947.69,4185.64,4192.82,2044,2037,167.634,0,0,0,0,
48,4183.59,4180.51,4182.56,4182.56,4181.54,4182.56,4175.9,4185.64,4190.77,4191.28,4238.46,4947.18,4186.15,4191.28,2045,2038,167.634,0,0,0,0,
49,4178.97,4181.03,4189.74,4186.15,4186.15,4178.46,4162.05,4179.49,4182.56,4187.18,4242.56,4953.33,4180,4186.15,2045,2037,167.634,0,0,0,0,
50,4181.54,4183.59,4183.08,4179.49,4182.56,4188.21,4200,4188.72,4188.72,4191.28,4239.49,4945.64,4190.26,4189.74,2042,2036,167.634,0,0,0,0,
51,4182.05,4180.51,4188.21,4182.05,4179.49,4169.23,4153.85,4177.44,4183.08,4191.28,4241.03,4950.77,4186.67,4188.72,2043,2037,167.634,0,0,0,0,
52,4185.64,4184.62,4183.59,4185.13,4182.05,4184.62,4200.51,4190.26,4190.77,4191.28,4235.38,4945.64,4186.15,4189.74,2043,2037,167.634,0,0,0,0,
53,4187.69,4185.13,4183.08,4183.08,4181.54,4177.44,4181.54,4182.56,4186.67,4192.31,4240.51,4948.21,4187.69,4188.21,2045,2040,167.634,0,0,0,0,
54,4181.03,4182.56,4187.69,4185.64,4183.08,4175.9,4155.38,4170.26,4178.46,4191.28,4244.1,4956.92,4181.03,4188.21,2044,2039,167.634,0,0,0,0,
55,4184.62,4184.62,4177.95,4180.51,4178.97,4195.9,4215.38,4195.38,4194.36,4192.31,4233.33,4944.1,4191.79,4194.87,2044,2037,168.022,0,0,0,0,
56,4183.59,4178.97,4186.67,4186.15,4182.05,4172.31,4157.44,4181.54,4180.51,4191.28,4241.54,4950.77,4185.64,4187.69,2043,2037,168.022,0,0,0,0,
57,4183.08,4182.56,4185.64,4186.15,4186.15,4185.64,4181.03,4180,4181.03,4192.82,4242.56,4949.23,4182.56,4186.67,2042,2035,168.022,0,0,0,0,
58,4189.74,4186.15,4178.97,4179.49,4176.41,4186.15,4189.23,4186.15,4193.85,4192.31,4236.92,4942.56,4189.74,4191.79,2045,2037,168.022,0,0,0,0,
59,4182.56,4179.49,4186.15,4187.18,4178.46,4172.82,4153.33,4181.03,4186.15,4186.15,4241.54,4947.69,4182.05,4186.67,2045,2039,168.022,0,0,0,0,
60,4183.59,4180.51,4180.51,4180.51,4181.03,4187.69,4200.51,4195.38,4192.31,4187.69,4240.51,4944.1,4190.26,4187.69,2046,2042,168.022,0,0,0,0,
61,4185.13,4182.05,4184.1,4181.54,4178.97,4173.85,4162.56,4176.41,4182.56,4189.74,4243.59,4951.79,4187.69,4187.18,2046,2041,168.022,0,0,0,0,
62,4178.97,4184.1,4185.13,4189.74,4182.05,4185.13,4182.56,4176.92,4180,4190.26,4239.49,4950.26,4181.54,4186.67,2044,2034,168.022,0,0,0,0,
63,4184.62,4185.64,4181.03,4184.62,4180,4184.62,4192.82,4188.72,4189.23,4192.31,4238.97,4946.67,4190.26,4189.74,2043,2033,168.022,0,0,0,0,
64,4181.03,4177.95,4187.69,4183.59,4184.1,4173.33,4153.33,4175.38,4181.03,4192.31,4241.03,4953.85,4180.51,4185.64,2044,2035,168.022,0,0,0,0,
65,4182.05,4178.46,4180,4179.49,4183.08,4189.23,4206.15,4189.23,4191.79,4194.87,4234.36,4942.05,4183.59,4190.26,2044,2040,168.022,0,0,0,0,
66,4184.1,4179.49,4183.59,4184.1,4180.51,4170.77,4171.79,4180.51,4186.67,4190.77,4242.56,4944.1,4186.67,4190.77,2043,2040,168.022,0,0,0,0,
67,4178.46,4180,4188.72,4185.64,4188.21,4180.51,4175.9,4177.44,4179.49,4188.21,4243.59,4949.23,4184.1,4187.69,2043,2039,168.022,0,0,0,0,
68,4183.59,4181.03,4182.56,4176.41,4184.1,4188.72,4195.38,4189.23,4189.23,4192.31,4238.46,4946.67,4190.77,4189.74,2043,2039,168.022,0,0,0,0,
69,4179.49,4180,4187.18,4186.15,4181.03,4173.85,4152.82,4178.46,4180,4189.74,4243.08,4953.33,4178.97,4185.64,2044,2036,168.022,0,0,0,0,
70,4179.49,4185.13,4182.56,4187.69,4180.51,4186.67,4203.59,4189.74,4185.64,4189.74,4238.46,4948.72,4182.05,4188.72,2044,2037,168.022,0,0,0,0,
